podcast_id;response
445;"    The story begins with a man telling the narrator about how he had to give up smoking because of a medical condition. The narrator expresses his doubts about the man's story, but he eventually decides to record the story for his website.   The man's story is about how he was drafted to play professional baseball, but he ended up spending years in the minor leagues, and then being traded. He eventually broke his wrist and was unable to find a team to pick him up. He became discouraged and felt like he was no longer a major league player.   One day, he had a game where he hit two home runs and knocked in"" "
446;"   1. Chris Butler, a private investigator, started a reality show with the PI Moms, a team of private investigators who were hired to help clients solve cases.  2. To stage the reality show, Chris Butler recruited actors, including Carl Marino, who was a former cop and an actor, to play the role of a PI.  3. To make the show more interesting, Chris Butler staged a fake stakeout for a client who suspected her fiance was cheating on her.  4. The stakeout was filmed and used as part of the show.  5. Chris Butler also staged a fake bust of a drug dealer,"" "
447;"    A man named Luke travels to China to work in Shenzhen, but his life takes a turn when he accidentally hits a man with his soccer ball. The man gets angry and threatens Luke, and a group of men start chasing him. Luke runs away, but the police arrest him and put him in jail for eight months. Luke spends his time in jail befriending other prisoners, playing soccer, and learning about the Chinese culture. Eventually, the police release him, and he returns home to the United States.   In this story, we see Luke's journey from an ordinary American working in China to a man who goes through a"" "
448;"    * Annie Glass, a 14-year-old girl from California, writes an email to the radio show asking for a story about middle school.  * The host, Ira Glass, responds by interviewing various middle school students and teachers to find out what they think is the worst about middle school.  * One student from New Jersey, Leo, struggles to make friends in his new school. He is often angry and feels isolated from the other students. He has a hard time dealing with his emotions, which leads to him to lash out at others.  * Another student, Shannon Grande, a teacher at a public middle school in New Jersey, shares"" "
449;"    Marin Mers, a monk in the 17th century, developed a formula for predicting prime numbers. However, he was unable to prove his formula because of a lack of sufficient computational power at the time.   In 2015, a documentary filmmaker named Gabriel Rhodes started filming the story of a cancer researcher named Jon Brody who, who collaborated with Anthony Holland, a music teacher and amateur scientist, in developing a device that could potentially cure cancer.   Jon Brody and Anthony Holland discovered that their device could potentially cure cancer by destroying cancer cells without harming healthy cells. However, their collaboration ended in 2016 when Anthony"" "
450;"   Penn State is a college town where drinking is a big part of the culture and tradition. Students and alumni drink heavily, both at tailgates and at parties. The administration has a history of being hesitant to implement policies that would restrict drinking. Football is a huge part of the university's identity, and it brings in a lot of revenue. The football team's success affects the local businesses. The school's image is squeaky clean, and many donors contribute because of that. When there are rumors of impropriety or scandal, there is fear that donations could be affected.<|end_of_text|>"" "
451;"    1. Schar Holdman, a defense attorney who has worked on death penalty cases for 35 years, has a unique way of bringing her clients to court. She uses a chicken named Tom to help her clients' cases.   2. Tom the chicken was a wild turkey who terrorized Martha's Vineyard for months, attacking people and vehicles. He was eventually shot dead by police.   3. Foie gras is a luxury food made from goose or duck liver. It is considered cruel because the birds are force-fed corn and grain to make their livers grow to several times their normal size.   4. Eduardo Sous"" "
452;"    Peter Coleman, a professor at Columbia University, tells a story about a dialogue between two opposing sides of an issue. The dialogue took place after a tragic event, the shooting of two women at abortion clinics in Boston. The two sides, representing pro-life and pro-choice, agreed to meet and discuss the issue.   The meeting started off with a lot of tension and finger-pointing. However, as the dialogue progressed, the two sides began to see each other as human beings, and the animosity started to subside. They started to realize that they were both women who wanted to do what was best for their respective causes.   "" "
453;"    The euro was launched in 2002 as a dream of uniting Europe. However, by 2009, it had become clear that the rules governing the eurozone were not being followed by all member states, especially Greece. The Greek government announced that their deficit was twice as high as originally reported, leading to a crisis in the eurozone. This crisis spread to other countries like Spain, Italy, Portugal, and Ireland, as well as the entire European economy.   The European Central Bank (ECB) has been making tentative steps to create more money to help the troubled countries, but many say that small steps are not enough"" "
454;"  The story is about a man who cleans up his backyard and eventually becomes friends with his neighbors. They decide to get some chickens and a rooster, which turns out to be a difficult task. They eventually manage to get the rooster, but the neighbors complain about the rooster's early morning call and the city inspector comes to investigate. The man decides to take the rooster to a farm, but the rooster's owner doesn't want to give him up the rooster. In the end, the man takes the rooster to the farm and says goodbye to him, as he knows the rooster will be better off there."" "
455;"    In this episode, we hear the stories of two people who fell in love with someone who didn't seem to be the right person for them. In the first story, a duck falls in love with a rock, and the girl duck helps him to get rid of it. In the second story, a woman falls in love with a man who, unbeknownst to her, has been seeing other women. She snoops in his diary to find out the truth and learns that she is just one of many women on his list.  In the first story, a duck falls in love with a rock, and the girl duck helps"" "
456;"    Louis Ortiz, a Puerto Rican man living in the Bronx, was struggling financially after being unemployed for over a year. He was inspired by the 2008 US presidential election, and the possibility of Barack Obama becoming the first African American President. He thought he looked a lot like Obama, and decided to shave his mustache and goatee, and dress in a suit to see if people would notice.   He was amazed when people started to notice and take pictures with him, and he realized that there was an opportunity to make money impersonating Obama. He started getting more and more jobs, and even went overseas to do some impersonations"" "
457;"   - Colorado Springs, Colorado, a city known for its conservative politics, faced budgetary issues in 2009 due to the economic recession. To cut costs, the city council proposed a tax increase to fund city services. However, the proposal was rejected by the voters.  - As a result, the city council had to make cuts, including laying off park workers and closing swimming pools.   - This led to the city's parks looking unkempt and run-down, with fewer amenities for residents.  - In an effort to save money, the city council decided to outsource the maintenance of its parks to private companies.  - The outsourcing of"" "
458;"    1. The Citizens United case in 2010 opened the door for unlimited political spending by corporations and unions. This resulted in the emergence of Super PACs, which can raise and spend unlimited amounts of money to influence elections.   2. The Supreme Court's decision in the Citizens United case was met with widespread criticism from both sides of the aisle, with many politicians and citizens alike expressing their frustration and disappointment.   3. While the majority of people involved in the political fundraising process dislike it, they are often reluctant to change it, as they have become accustomed to the system and do not want to risk their chances of winning.   "" "
459;"  The story of Steve Blass, a former baseball player who had a sudden and devastating collapse in his pitching performance, and the effect it had on him and others. The story also follows the story of John Smid, a former leader of a Christian ex-gay ministry, who went through a similar experience, and how he came to terms with his sexuality and his beliefs.<|end_of_text|>"" "
460;"    The story begins with a hare who is challenged by a tortoise to a race. The hare is arrogant and confident, while the tortoise is slow and steady. The hare begins the race, but soon stops to eat a large meal and take a nap. Meanwhile, the tortoise steadily makes his way toward the finish line. The hare wakes up and realizes that the tortoise is about to win the race, so he runs as fast as he can. However, the tortoise has already crossed the finish line and is declared the winner.  The moral of the story is that sometimes, the underdogs can win if they persevere"" "
461;"  The show is about making the invisible visible. The first story is about a man who became blind when he was 18. He tells us about his experiences navigating the world without sight and how he copes with his disability. The second story is about a comedian who had a dream where she danced. She tells us about her dream and how it inspired her to learn to dance again. The third story is about a writer who tells us about a couple he encountered at a coffee shop. He describes their interaction and how it made him feel frustrated and irritated.<|end_of_text|>"" "
462;"    Oscar was three when he was taken from Dos Erres, a Guatemalan village that was massacred by the Guatemalan military in 1982. He was taken by the Kaibiles, a special unit of the Guatemalan military, who were tasked with wiping out the village. The Kaibiles spared two boys, one of whom was Oscar. Oscar was raised by the Kaibil who took him, believing that the boy was his son.   In 2011, Sara Romero, an assistant prosecutor, found Oscar through DNA testing and reunited him with his biological father, Tranquil, who had also survived"" "
463;"  Angie Bachmann, a housewife and mother of three from Iowa, began gambling at Harrah's casinos in the early 2000s. She was a regular gambler, but her losses started to increase. Harrah's knew she was a compulsive gambler and continued to offer her perks and rewards to keep her playing. Bachmann eventually lost her entire inheritance and filed for bankruptcy. She then signed six checks for $125,000,000 at Caesars Indiana Casino. When Bachmann couldn't pay back the money, Caars sued her, claiming she was """"incompetent"""" to enter into the deal. Bach"" "
464;"    The podcast discusses the life of a Western expat in China, specifically the life of a man named Kaiser Kuo, who has lived in China for many years and has managed to find a way to live in the country while still maintaining his American identity. The podcast highlights the unique challenges that expats face in China, including the complicated relationship between China and the US, the censorship of the internet, and the challenges of trying to live a bi-cultural life. The podcast also features interviews with other expats and locals, providing a glimpse into the lives of people living in rural China, and the struggles they face in adapting to a rapidly"" "
465;"    1. Etgar, a friend of the host, visits the Museum of Modern Art in New York and sees an exhibit by Cindy Sherman.   2. Cindy Sherman is a renowned American photographer who is known for her self-portraits.   3. In one of her portraits, Cindy Sherman is dressed as an old woman with a large nose, wearing a frilly dress and a hat.   4. Etgar is intrigued by the portrait and wonders if it is Cindy Sherman.   5. Cindy Sherman herself appears at the museum and confirms that she is the person in the portrait.   6. Cindy Sherman explains that she enjoys dressing"" "
466;"   Morgan began taking Pilates with her mom during her sophomore year of high school, and she was taught by a woman named Mary Archbold, who had a reputation for being strict and difficult to please.  Mary Archbold had a reputation for being strict and difficult to please.  Morgan discovered that Mary Archbold only had one full arm, and she concealed it very well. She used to use her students as models to hide her missing limb when they demonstrated poses.  Morgan was terrified of Mary Archbold, and she didn't know if she could reveal the truth to her mom. She was afraid that her mom would"" "
467;"    A young boy named Andy ran away from home to visit his favorite author, Piers Anthony. He traveled to Florida and met the author, who listened to his story and advised him to go back home.   Andy returned to his home and faced the same struggles, but the experience gave him a new perspective and a better outlook on life.<|end_of_text|>"" "
468;"    In 2006, the FBI placed an undercover informant, Craig Monteil, in a mosque in Orange County, California, to investigate potential terrorist activity among the Muslim community. Monteil befriended some of the congregation members, including Egyptian Ayman, who lived with four other Egyptian men. Monteil also befriended a local convert named Ahmad Nia Niazi, who was a family man with two young children.   Monteil asked Nia about jihad, and Nia expressed frustration with the US government's response to the wars in Afghanistan and Iraq. Nia also sent Monteil videos and articles that were critical of"" "
469;"    David Rakoff was a Canadian writer, humorist, and radio host who had a long and successful career in the entertainment industry. He was known for his witty and often self-deprecating humor, as well as his ability to convey complex emotions and experiences in a way that was both relatable and entertaining.   Rakoff's early life was marked by struggles with his identity and mental health, as he suffered from depression and anxiety. He found solace in writing, and eventually became a successful author, publishing several books and essays that were critically acclaimed.   Rakoff's career in radio began in the mid-1990"" "
470;"    1. Joseph Caramre, a wealthy Catholic philanthropist, had a successful estate planning business that involved helping clients prepare for their deaths. He helped people understand the tax implications of their estates and how to minimize their tax burden.  2. In the 2000s, Caramre discovered a loophole in variable annuity contracts that allowed him to exploit it. He used terminally ill people as annuities, people who would die within a short time, to trigger the death benefit. The loophole was that the annuitant did not have to be the investor or have any relationship with the investor.  3. Caram"" "
471;"   * Kewuna Lerma was a teenager who grew up in a chaotic, stressful environment. Her parents split up, she was homeless for a while, and she had a hard time controlling her temper. * Dr. Nadine Burke and other researchers discovered that children who grew up in such environments often lacked important non-cognitive skills, like self-control, self-regulation, and the ability to delay gratification. They were more likely to fail at school and in life, and were more likely to drop out of college. * Paul Tough and other researchers started looking for ways to teach these skills to children, and they found that these skills"" "
472;"    The story of Saint Philip Neri Parish, a predominantly Black Catholic school in Chicago, where the principal, Sister Rosemary Brennan, replaced the white Jesus image on the crucifix with a black one, causing a significant change in the students' perception of Jesus.   The story of Bill Lahey, who secretly taped his father's conversations with him, and his siblings, his mother, and other relatives, in an attempt to persuade them to reconcile with his mother after she left him.   The story of Nancy Updike, who listened to the tapes her father secretly recorded of her conversations with him and her siblings.   In conclusion"" "
473;"   Tig Notaro is a comedian who was nearly killed by a shark, and survived. She was diagnosed with cancer, and had to undergo several surgeries to remove the shark's teeth from her body. She had to be restrained and put in a medically induced coma, and had to learn how to walk again. Cathy is a woman who was diagnosed with OCD and spent years swallowing dangerous objects. She underwent brain surgery to remove the part of her brain that was causing her to obsessively swallow. She now lives a happy life with her boyfriend, and has a collection of pens. Tim Kreider is a man who was stabbed in the throat"" "
474;"   A travel writer named Lloyd Snow describes his experience of using a loophole in the state school funding formula to pack his kindergarten with four-year-olds, and collect extra money from the state. He realized that the loophole was being abused and decided to propose an amendment to close it, which would also fund public preschool programs for four-year-olds. The amendment was passed, and the state legislature approved funding for public preschool programs for four-year-olds.   The story illustrates how Lloyd Snow and other legislators were able to sneak in a new program for four-year-olds by using a loophole in the state funding formula to pack kindergarten with four-year-olds, and by"" "
475;"    The podcast discusses the polarization of America and the impact it has on personal relationships. The host interviews a variety of individuals who have experienced the effects of political polarization in their personal lives, including a conservative who was told to never to call his liberal friend again, a woman whose sister stopped speaking to her after she voted for Obama, and a man who was told to cook his own meat if he voted for Obama. The podcast also features the stories of individuals who have managed to maintain their relationships despite their political differences.<|end_of_text|>"" "
476;"    The US-Dakota War of 1862 was a conflict between the US government and the Dakota people of Minnesota. It was triggered by a series of events, including the US government's violation of the 1851 treaty with the Dakota, the Dakota's subsequent starvation due to the failure of the government to provide the promised annuity, and the killing of five settlers by four young Dakota men. The war lasted for six weeks, with the Dakota attacking white settlers and their property. The US response to the conflict was brutal and disproportionate, with the US government forcing the Dakota to march 150 miles to Fort Snelling, Minnesota,"" "
477;"    1. Noah Abraham, King Solomon: All these biblical figures are known for their sacrifices, which were an important part of their religious practice.  2. The story of Piney, a small, sweet-faced pitbull who was trained to obey commands, but also had severe behavioral issues that caused him to attack people, including his owners.  3. Piney's story is tragic, as he was a loving and loyal pet who was also prone to violent outbursts. His owners, Ira and Anaheed, did everything they could to help him, including feeding him a strict diet and taking him to veterinarians, but Piney"" "
478;"    - On Tuesday, a blonde girl named Joni went to a bar in New Orleans and asked people to get tested for HIV.   - In Club New Orleans, a man named Mark got tested for HIV. He was negative.   - In Egypt, a novelist named Yusuf al-Qaid spoke about his opposition to the Muslim Brotherhood and their relationship with the US.   - In Oregon, a grad student named Morgan Peach kept hitting the snooze button on his alarm.   The theme of the week is the passage of time and how we experience it.   The stories explore how time can be both a blessing and a curse,"" "
479;"   The story is about a girl named Connie who lives in a small town in Utah. One summer, Connie and her sisters find a fawn, which they name Bambi. Connie and her sisters raise Bambi as a pet and he becomes the star of their Christmas play. However, when hunting season comes, Bambi wanders off and is shot by an unknown hunter. The story ends with Connie remembering the happier times she spent with Bambi and the play, and her family's decision to let him go.<|end_of_text|>"" "
480;"   In 2010, the Honduran government and economist Paul Romer proposed to build a """"charter city"""" in Honduras, a new city with its own laws, courts, police force, and schools. The city would be governed by a Honduran governor, but the laws and institutions would be modeled after those of other successful cities, such as Texas and Norway. The city would attract foreign investment and provide a model for other developing countries to emulate. However, the project faced opposition from the Honduran public and was eventually ruled unconstitutional by the country's supreme court.   The Honduran government's plan to build a charter city was"" "
481;"    The story begins with the narrator, Alex Kotlow, hearing about a program at Drex University in Philadelphia that provides counseling for inner-city youth with symptoms of PTSD. The narrator interviews two men who have experienced very different lives. The first is Brandon, a former Navy corpsman who served in Afghanistan. The second is Curtis, a drug dealer from Philadelphia who grew up in a violent neighborhood.   The narrator seeks to find similarities between their experiences. Both men share similar stories of having to keep their guard up constantly, of seeing people get killed, and of having to bury their feelings. Both men also share stories of raw, unfiltered"" "
482;"  Reggie Richardson and Ronnie Richardson are twin brothers who grew up together, went to school and college together, and eventually became co-principals of a school. Despite being identical twins, they have different personalities and perspectives, and their differences often lead to conflict. However, they manage to overcome their differences and work together to provide a better educational experience for their students.<|end_of_text|>"" "
483;"    A high school senior named Justin falls in love with a girl named Naomi, who is a new student at his school. The two begin dating, and Justin eventually discovers that Naomi has another boyfriend at home. While they are on break, he finds out that she has been lying to him, and he confronts her. She denies it, but Justin starts to suspect that she is lying. He eventually discovers that she is dating Keith Robbins, a notorious liar who had previously been expelled from the school. Despite this, Justin continues to believe that Naomi is his true love, and he drives to her house to confront her. He meets her"" "
484;"    Harper High School is a small school in a dangerous neighborhood. The school has had a difficult year, with several shootings and deaths. Principal Leonetta Sanders tries to keep the school safe and give the students a normal high school experience. The football team is doing well, and they're preparing for a big game. But then, a student named James is shot during a pep rally. The school's staff has to decide how to respond. They have to deal with the violence and also preserve the school's traditions, like the homecoming dance and game. They have to pull students from class and make sure the school is safe. They"" "
485;"   - Principal Sanders is faced with a dilemma: whether to cancel the homecoming dance or not, due to the recent shooting of a former student. - Devonte, a student who accidentally shot his brother, is struggling with guilt and self-hatred. - Harper High School is a turnaround school, which means it receives a large amount of funding from the government. However, this funding is only temporary and will be reduced to normal levels next year. - Harper School has a dedicated staff that goes above and beyond to help students, even if it's not part of their job description. - The panel of other principals discussed the violence and"" "
486;"    This is the story of Hannah and Lindsay, two friends who met during an orchestra trip. One night, they went to the top of the Seattle Space Needle, where they threw plastic soldiers with parachutes off the edge. Hannah and Lindsay became close friends after this experience.   Jeff Dunn, a physics student, tells the story of how he saw a van with two men inside, who then ran up a hill and opened a manhole cover. Hannah, the daughter of a physicist, was skeptical about the coincidence, but after seeing her father again, she realized the importance of coincidences in life.   Etta Tharson,"" "
487;"    1. The story begins with the narrator describing the high number of people who are on disability in Hale County, Alabama. They receive government checks for their disability, and this is a source of livelihood for many people in the community.  2. The narrator interviews a man named John Jay, who is the head of a local organization that helps people apply for disability benefits. He explains that his job is to help people apply for disability benefits and get them approved.  3. The narrator interviews a lawyer who specializes in disability cases. The lawyer explains that if a client wins a case, they get a percentage of the settlement, which comes directly from"" "
488;"    This story is about a man named David Rudis who was concerned about the declining number of Jews joining Jewish organizations. He had a friend who was part of a Jewish organization and he wanted to help. David started filming the friend for a documentary.   The friend, a Caucasian man, had an unusual attraction to Asian women. He had posted ads on websites like AsianFriendFinder, where he sought to meet Asian women. He had hundreds of pictures of Asian women on his computer.   The friend had a Chinese wife named Sandy who he met on the internet. She had never been to the US before and came to marry him. She"" "
489;"  Dr. Benjamin Gilmer, a young doctor, moved to a small clinic in Cane Creek, North Carolina, to take over after the previous doctor, Dr. Vince Gilmer, had left. Dr. Vince was known for his generosity and kindness towards his patients. However, it was later discovered that Dr. Vince had murdered his father by strangling him and cutting off his fingers, and then dumped the body in Virginia. Dr. Benjamin became obsessed with Dr. Vince and his murder, and began researching the case, believing that Dr. Vince's behavior was due to a brain injury caused by a car accident. Dr. Benjamin's"" "
490;"    It's been a week since the Boston Marathon bombing, and the FBI has released a photo of a suspect. The photo shows a man in a black hoodie and sunglasses, but no one has been able to identify him. A woman named Schandra Singh was contacted by a man named Benjamin, who claimed to be the father of an autistic boy named Anthony. Benjamin asked her to send a drawing of her work to Anthony, saying he was moved by her work. Schandra agreed, and sent a drawing of her work to Benjamin. Benjamin then emailed her again, saying that Anthony was so moved by her work that he wanted to do a"" "
491;"    1. Andrew Forstefel spent 11 months walking across America, wearing through five pairs of shoes, and spending less than $1,000. He wrote a book about the trip, and produced the radio story with Jay Allison, with help from Viki Merrick.   2. Andrew's trip was a journey of self-discovery, as he met different people and learned about their lives and stories. He was inspired by the kindness and generosity of strangers, but also faced prejudice and discrimination.   3. Sierra Teller-Oras' story is about a young girl who went to a party with her new friend,"" "
492;"   1. The speaker, Bob Inglis, a former congressman, is trying to convince Republicans that climate change is real and that they should support the idea of a carbon tax. He believes that by doing so, he can build a conservative coalition on the issue of climate change.  2. Bill McKibben, an environmental activist, is calling for divestment of fossil fuel stocks by universities and other institutions. He believes that this will put pressure on the oil and gas companies to change their business models and help shift the politics of climate change.  3. Both speakers are trying to reinvent the politics of climate change by"" "
493;"   - Intellectual Ventures (IV) acquired the patent for automated offsite backup services from Chris Crawford in 2007, then sold it to Oasis Research in 2010. - Oasis sued 18 companies for patent infringement, including Carbonite and EMC, which won their case. - Chris Crawford received 17.5% of the profits from IV's sale of the patent to Oasis, while IV received 90%. - IV's percentage of profits from the patent was 90% of the net profits. - Chris Crawford received 17.5% of the profits from IV's sale of the patent to Oasis. - IV sold the"" "
494;"    Jonathan Perez, an undocumented immigrant, infiltrated a Border Patrol office and got himself arrested. He was later released. The Morton Memo, a document written by then-ICE Director John Morton, gave guidance to ICE officers to prioritize the removal of illegal immigrants who posed a threat to public safety. However, it was later found that the Memo was not legally binding, and ICE officers had the discretion to arrest any illegal immigrants they deemed a threat.   Christine, a daughter of a gun enthusiast, shared a story of how she had accidentally shot herself when she was 16. Her father and brother were shocked by the revelation.   A"" "
495;"    The instruction is to summarize the podcast episode, which is about an Iraqi man named Omar who worked for the US military in Iraq during the war. The podcast discusses how Omar's application for a US visa was rejected multiple times by the US government, even though he had provided all the necessary documents and information to prove his employment with the US military.   The summary highlights the bureaucratic inefficiency of the US government's immigration system and the struggles faced by people like Omar who worked for the US during the Iraq War, but were later left to fend for themselves after the war ended. The summary also mentions the death threats Omar received from an Iraqi"" "
496;"   A radio show called """"This American Life"""" is celebrating its 500th episode. The producers of the show discuss their favorite stories and moments from the past 500 episodes. They share stories about how the show impacted their lives, as well as stories that made them cry. One of the stories is about a teenage girl who is sent to a juvenile detention center and how theater helped her reconnect with her mother. The story is told through a musical performance where the girl sings apologies to her mother.<|end_of_text|>"" "
497;"   The podcast is about a friend who moved to Juarez, Mexico, and her experience living there. She talks about the ups and downs of her life there, including the renovation of her house, her husband's job at the maquilas, and her concerns about raising her children in a Jewish neighborhood.<|end_of_text|>"" "
498;"   A reporter named Meron Estanos was contacted by an Eritrean man who had been kidnapped and held hostage in the Sinai Desert by Bedouin smugglers. She agreed to help the man's family raise the ransom money to free him. Over the next few weeks, she spoke with the man and other hostages held captive, broadcasting their stories on the radio. Meron's efforts were successful, and the man was freed. However, she soon learned that the smugglers were holding another hostage, a woman named Semhar, and they demanded more money. Meron paid the ransom, and Semhar was released. Unfortunately,"" "
499;"    1. Sharon Snyder was a clerk for a circuit court judge in Missouri. She recalled a case involving a man named Robert Nelson, who was in prison and his brother and sister came to visit. Snyder talked to them at length and believed that Nelson was innocent.   2. The story then discussed the Mendocino County Sheriff's Department's program to regulate the cultivation of medical marijuana. The program, called 9.31, allowed registered growers to pay a fee to receive a zip tie, which they could use to mark their plants, allowing law enforcement to easily verify that they were growing legally.   3. Sheriff Tom Allman"" "
500;"   Emir Kamenica is a scientist who was saved by an angel, or at least that's how he tells it. He was born in Bosnia during the Bosnian War. His family was forced to flee, and they eventually ended up in Atlanta, Georgia, where he grew up in a poor, all-black neighborhood. His English was terrible, and his school was terrible. But then one day, an English teacher named Miss Ames read an essay that Emir had written about the war, and she was impressed. She decided to help him get into a private school, and he eventually got into Harvard, where he became a"" "
501;"   Sarah Erush, a pharmacist, received a call from the FDA asking her to report any acetaminophen-related deaths. She reported 50 cases, and the FDA found that 23 of them were accidental overdoses. The FDA then convened an advisory panel to discuss the issue, and the panel recommended that a warning label be added to all acetaminophen products. However, the FDA did not take action for over 32 years. During this time, McNeil, the maker of Tylenol, actively opposed the warning label and argued that acetaminophen was safe. They also argued that most acetaminophen"" "
502;"    Paul Bunyan, the giant statue in the small town of Blaine, Minnesota, is a popular attraction for locals and tourists alike. He is known for his big size and his friendly personality, but the locals are protective of his secrets. The statue was created in 1962 by a local artist, who kept the details of his creation a secret. Over the years, many people have speculated about the true identity of Paul Bunyan, but the artist remained tight-lipped about his identity. Some people believe he was a local man, while others think he was a traveling performer or even an artist from another town.   However,"" "
503;"   In the story """"Act One, Kim Possible"""", a podcast host interviews a priest about confession. The priest discusses the different types of confessions and how they can impact people's lives. The priest also mentions a case where a woman was falsely accused of murder and gave a false confession. The host then interviews a journalist who discusses the case of a man accused of murder who did not confess.<|end_of_text|>"" "
504;"    1. Zora, a private investigator, was rejected by the CIA because of her dreams of becoming a superhero. She spent her teenage years learning various skills that she believed would help her achieve her goal.   2. Zora had a list of skills she needed to achieve her goal of becoming a superhero. She was determined to master all of them by the age of 23.   3. Zora was an international private investigator who worked on cases involving anti-terrorism, kidnap and protection, and counterintelligence.   4. Zora was afraid of not being liked when she went to Mexico for her mission. She was afraid"" "
505;"   A young man named Joshua Inglett grew up in Portage, Wisconsin, a small town near the middle of the state. He was a quarterback in high school and was raised by a Lutheran minister and a kindergarten teacher. He went to college at the University of Wisconsin-Platteville and became an RA. Through this position, he got to meet other student leaders at the UW system's other campuses. And in that, he got the idea to run for student regent on the UW Board of Regents.  Joshua's family was strongly affected by the anti-union policies of Wisconsin's governor, Scott Walker, and his budget"" "
506;"   A young reporter is sent to interview a famous singer, and while on the way, she accidentally spills coffee all over her face, making a huge mess.   The reporter is nervous and hesitant to drink the coffee, but the singer's mother insists on making her some coffee. The reporter then takes a sip of the coffee, which is now cold, and the singer tells her a joke, causing the reporter to burst out laughing and choke on the coffee.   The reporter starts running around the room, knocking over things, and the singer's mother begins to chase her. The reporter is unable to catch her breath and is given the He"" "
507;"    * Maria Matthiessen, the host of the show, discusses her list of topics that she believes are not interesting and asks her colleagues to find stories on them.   * The first story is about how Mariai Matthessen's daughter, Sarah, went to an apartment on East 36th Street in New York City for a dream club, where people meet twice a month to discuss their dreams. Maria is bored and can't focus on the dreams, but finds the analysis of the dreams interesting.   * The second story is about Dr. Cady Coleman, an astronaut for NASA who spent more than 4,300 hours in"" "
508;"  The story begins with a young black man named Jada who moves to a white neighborhood in Detroit in the 1970s. He and his family encounter discrimination while trying to find an apartment. Eventually, the Fair Housing Act is passed in 1968, which aims to end discrimination in housing. However, the act is not enforced evenly, and the federal government is slow to take action. George Romney, a Republican and the Secretary of HUD, tries to enforce the act, but he is met with resistance from President Nixon and his Southern advisors. The act is not enforced to its full extent, and Jada and his family continue to"" "
509;"   Town & Country Jeep Dodge Ram dealership on Long Island is struggling to make its monthly sales goal of 129 cars. The dealership is trying to sell as many cars as possible in the last two days of the month to reach the goal and get the bonus from Chrysler. The general manager, Freddie, is putting a lot of pressure on the salespeople to make as many deals as possible. The salespeople are working hard to make as many sales as they can, but it's not easy. There are many challenges and obstacles that they have to overcome. Some of the salespeople are more successful than others. One of the top salespeople"" "
510;"   Last year, the protagonist got a pair of gloves and a hat from his mother as a Christmas gift. He also received a silk scarf from his mother and a pair of gloves from his stepfather. The protagonist is a teenager who was recently kicked out of his home for stealing his mother's coin collection and pawning it. He now lives with his friend Russell, who works part-time at a video rental store, and a group of bikers. The protagonist is trying to make amends with his mother and stepfather by getting them expensive gifts. He plans to buy his mother a toaster, a Crockpot, and some expensive"" "
511;"    In the first story, Ben Calhoun talks about his experience trying to get a """"good guy discount"""" from various stores. He describes how he approached the salespeople in a friendly and polite manner, but they all refused to give him a discount, saying they don't offer such things. He then tries to get the discount at a baby store, where the salesperson also refuses. Finally, he tries at a record store, where the salesperson again refuses, saying they don't offer discounts.   In the second story, Mike Birbiglia talks about how he tried to get a """"good guy discount"""" from a store"" "
512;"    1. Elias, a young boy, decides to become a vegetarian at the age of three or four. He refuses to eat meat, and his parents try to persuade him to eat it, but he refuses.   2. Gital Dodel, an Orthodox Jewish woman, is stuck in a marriage with an abusive husband who refuses to give her a get (a Jewish divorce).   3. Rabbi Mendel Epstein, an Orthodox rabbi, is accused of conspiring to kidnap and torture husbands into giving their wives a get.   4. The story of Tim Carleton, the composer of the default hold music for Cisco phones"" "
513;"   A woman named Sharon Jacobucci, who lives in Raleigh, North Carolina, has a job where she's required to work on the beach. She often has to work on her feet, which can be difficult, especially during the hot summer months. One day, while she was working, a man approached her and asked her if she would like to go out on a date with him. She agreed, and they went to a restaurant. When the bill came, the man asked Sharon to pay for it. She was surprised and offended by this, and she decided that she would never go out with him again. From then on, she"" "
514;"   A story about a man named Mike Anderson, who was arrested in 1999 for armed robbery, but served no time because of a clerical error. Years later, he was arrested again for robbery, but was released on bail. However, he never turned himself in and lived a normal life for 13 years. He got married, had children, and became a successful carpenter. In 2012, he was arrested again for a robbery, but was later acquitted. In 2014, he was arrested once more for robbery, this time for stealing a purse. He was sentenced to 7 years in prison, but"" "
515;"    In May 2013, 2013, the FBI shot and killed Ibrag Todashev in his own apartment during an interview about the 2011 triple murder in Walth, Massachusetts.   Todashev's wife, Tatiana Gruz, said that the FBI had been questioning him about the Walth murders since April 2013, when he was told that they were interested in him because he was a friend of the alleged Boston Marathon bomber Tamer Tsarna.   Todashev's best friend, Khus Taramov, said that Ibrim had a bad feeling that the FBI was"" "
516;"   The story is about a woman named Giulietta Carrelli, who struggles with a mental illness called schizo-affective disorder. She has had episodes since she was 16 years old, which made her think she was hallucinating and had no idea what was wrong with her. After ruling out other possibilities, Giulta finally got the diagnosis and started taking medication that helped keep her episodes at bay. She also developed a network of people who helped her cope with her illness. Giulita started a coffee shop called Trouble in the Outer Sunset district of San Francisco, where she sells coconuts and toast, which helped her strike up"" "
517;"  The story is about a mother who has a son who is a bad baby. He acts out and causes trouble for her and her family, and she wonders if he will ever change. The story follows her as she struggles to deal with her son's behavior, and eventually, she decides to try to swallow things that her son loves to see if she can get him to understand her better.<|end_of_text|>"" "
